reference;wholesale_price_pound;price_pound;price_displayed_pound;wholesale_price;price;;;discount
VSE38-A1DS2;204;340;340;244,8;408;;;0,3
VSE50-A1DS2;204;340;340;244,8;408;;;0,3
VSE04-A1DS2;204;340;340;244,8;408;;;0,3
GSN20-71SS4;975;1300;1300;1170;1560;;;0,15
VSN20-C1SA4;532,5;710;710;639;852;;;0,15
VSN20-C1SS4;532,5;710;710;639;852;;;0,15
VSN20-K1LS4;1200;1600;1600;1440;1920;;;0,15
GSN20-D1SS1;727,5;970;970;873;1164;;;0,15
GSP04-8USS2;367,5;490;490;441;588;;;0,15
SKN20-AVB00;91;130;130;109,2;156;;;0,2
GSN66-D1SS1;727,5;970;970;873;1164;;;0,15
GSP06-8USS2;367,5;490;490;441;588;;;0,15
VSK82-C1SA4;532,5;710;710;639;852;;;0,15
VSK82-C1SS4;532,5;710;710;639;852;;;0,15
GSN52-71SS4;975;1300;1300;1170;1560;;;0,15
GSN52-D1SS1;727,5;970;970;873;1164;;;0,15
VSK70-C1SA4;532,5;710;710;639;852;;;0,15
SKP06-S3B00;126;180;180;151,2;216;;;0,2
GSN22-91SS2;375;500;500;450;600;;;0,15
VSN22-C1SA3;502,5;670;670;603;804;;;0,15
SKP46-AUB00;91;130;130;109,2;156;;;0,2
SKP46-S3B00;91;130;130;109,2;156;;;0,2
SKP24-AVB00;105;150;150;126;180;;;0,2
GSP32-81AS2;450;600;600;540;720;;;0,15
GSK06-81AS2;405;540;540;486;648;;;0,15
SKK06-G1B00;105;150;150;126;180;;;0,2
GSP12-81AS2;427,5;570;570;513;684;;;0,15
VSP12-C1AA3;562,5;750;750;675;900;;;0,15
VSK24-C1AS3;637,5;850;850;765;1020;;;0,15
SKK04-C3B00;133;190;190;159,6;228;;;0,2
DSK00-81LS1;2400;3200;3200;2880;3840;;;0,15
GSK00-71SS3;1050;1400;1400;1260;1680;;;0,15
VSK00-K1LS3;1425;1900;1900;1710;2280;;;0,15
SKK00-S3B00;140;200;200;168;240;;;0,2
GSK22-91AS2;420;560;560;504;672;;;0,15
SKK22-C3B00;112;160;160;134,4;192;;;0,2
SKK22-G1B00;112;160;160;134,4;192;;;0,2
GSK22-9VAS2;420;560;560;504;672;;;0,15
GSK32-81AS2;405;540;540;486;648;;;0,15
SKK32-G1B00;98;140;140;117,6;168;;;0,2
VSK86-F1SS2;450;750;750;540;900;;;0,3
GSN14-71SS3;825;1100;1100;990;1320;;;0,15
GSN14-91SS2;390;520;520;468;624;;;0,15
VSN14-C1SA3;502,5;670;670;603;804;;;0,15
VSN14-C1SS3;502,5;670;670;603;804;;;0,15
VSN14-K1LS3;975;1300;1300;1170;1560;;;0,15
VSK68-C1SA3;502,5;670;670;603;804;;;0,15
VSK68-C1SS3;502,5;670;670;603;804;;;0,15
GSN68-71SS3;825;1100;1100;990;1320;;;0,15
VSN68-K1LS3;975;1300;1300;1170;1560;;;0,15
VSP72-C1SA3;502,5;670;670;603;804;;;0,15
VSP72-C1SS3;502,5;670;670;603;804;;;0,15
GSN62-71SS3;825;1100;1100;990;1320;;;0,15
GSN62-91SS2;427,5;570;570;513;684;;;0,15
SKN62-S1B00;98;140;140;117,6;168;;;0,2
SKN62-S3B00;98;140;140;117,6;168;;;0,2
VSN58-C1SS3;502,5;670;670;603;804;;;0,15
VSP00-D1AS3;712,5;950;950;855;1140;;;0,15
VSK66-G1AS2;510;680;680;612;816;;;0,15
VSP12-A1DS2;258;430;430;309,6;516;;;0,3
VSP12-B1DS2;294;490;490;352,8;588;;;0,3
VSP24-A1DS2;216;360;360;259,2;432;;;0,3
VSP24-B1DS2;252;420;420;302,4;504;;;0,3
VSK04-A1DS2;216;360;360;259,2;432;;;0,3
VSK04-B1DS2;252;420;420;302,4;504;;;0,3
VSK22-A1DS2;264;440;440;316,8;528;;;0,3
VSK22-B1DS2;300;500;500;360;600;;;0,3
VSK20-A1DS2;228;380;380;273,6;456;;;0,3
VSK20-B1DS2;264;440;440;316,8;528;;;0,3
VSK86-A1DS2;210;350;350;252;420;;;0,3
VSK74-A1DS2;210;350;350;252;420;;;0,3
VSP96-B1DS2;288;480;480;345,6;576;;;0,3
VSK84-A1DS2;234;390;390;280,8;468;;;0,3
VSK84-B1DS2;300;500;500;360;600;;;0,3
VSK64-A1DS2;234;390;390;280,8;468;;;0,3
VSK64-B1DS2;300;500;500;360;600;;;0,3
VSK66-A1DS2;234;390;390;280,8;468;;;0,3
VSK66-B1DS2;294;490;490;352,8;588;;;0,3
GSL06-8USS2;367,5;490;490;441;588;;;0,15
GSS28-71SS4;1095;1460;1460;1314;1752;;;0,15
SKS60-S3B00;112;160;160;134,4;192;;;0,2
VSS28-C1SA4;570;760;760;684;912;;;0,15
DSQ54-81LS1;2400;3200;3200;2880;3840;;;0,15
GSTD8-71SS4;975;1300;1300;1170;1560;;;0,15
SKQ54-S3B00;105;150;150;126;180;;;0,2
SKSA0-S3B00;105;150;150;126;180;;;0,2
VSQ54-M1SS4;720;960;960;864;1152;;;0,15
VSTD8-C1SA4;540;720;720;648;864;;;0,15
VSTD8-K1LS1;1200;1600;1600;1440;1920;;;0,15
GSY36-81AS2;427,5;570;570;513;684;;;0,15
SKL42-S3B00;105;150;150;126;180;;;0,2
VSQ12-C1AA3;562,5;750;750;675;900;;;0,15
GSL70-91AS2;420;560;560;504;672;;;0,15
SKC10-AUB00;112;160;160;134,4;192;;;0,2
SKC10-S3B00;112;160;160;134,4;192;;;0,2
VSQ32-C1AA2;562,5;750;750;675;900;;;0,15
VSQ94-A1DS2;240;400;400;288;480;;;0,3
VSQ94-B1DS2;276;460;460;331,2;552;;;0,3
VSQ30-A1DS2;240;400;400;288;480;;;0,3
VSQ30-B1DS2;276;460;460;331,2;552;;;0,3
GSTD8-91SS2;420;560;560;504;672;;;0,15
SKAEA-G1B00;154;220;220;184,8;264;;;0,2
VSAEA-C1SS4;577,5;770;770;693;924;;;0,15
VSAEA-K1LS4;1200;1600;1600;1440;1920;;;0,15
GSL96-81AS2;427,5;570;570;513;684;;;0,15
SKL96-S1B00;105;150;150;126;180;;;0,2
GSS50-81SS2;405;540;540;486;648;;;0,15
SKS50-S1B00;105;150;150;126;180;;;0,2
SKS50-S3B00;105;150;150;126;180;;;0,2
VSSB4-C1SA4;600;800;800;720;960;;;0,15
GSSA4-91SS2;420;560;560;504;672;;;0,15
SKS94-G1B00;105;150;150;126;180;;;0,2
SKS94-S3B00;105;150;150;126;180;;;0,2
VSSA4-C1SA3;532,5;710;710;639;852;;;0,15
GSSA2-91SS2;420;560;560;504;672;;;0,15
VSSA2-C1SA3;532,5;710;710;639;852;;;0,15
VSSA2-C1SS3;532,5;710;710;639;852;;;0,15
VSSA2-G1SS2;450;600;600;540;720;;;0,15
SKSA2-G1B00;119;170;170;142,8;204;;;0,2
DSS28-W1LS2;1425;1900;1900;1710;2280;;;0,15
GSS64-71SS4;1095;1460;1460;1314;1752;;;0,15
VSS64-C1SA4;570;760;760;684;912;;;0,15
VSS64-K1LS1;1312,5;1750;1750;1575;2100;;;0,15
GSS80-8USS2;367,5;490;490;441;588;;;0,15
VSS80-CUSS1;562,5;750;750;675;900;;;0,15
GSS12-91SS2;450;600;600;540;720;;;0,15
VSS12-C1SA4;570;760;760;684;912;;;0,15
SKS12-AVB00;105;150;150;126;180;;;0,2
SKS12-S3B00;105;150;150;126;180;;;0,2
GSS54-81SS2;405;540;540;486;648;;;0,15
GSS54-91SS2;450;600;600;540;720;;;0,15
SKS28-AVB00;105;150;150;126;180;;;0,2
SKS58-S1B00;112;160;160;134,4;192;;;0,2
SKS58-S3B00;112;160;160;134,4;192;;;0,2
SKS34-S3B00;112;160;160;134,4;192;;;0,2
GSS68-91SS2;450;600;600;540;720;;;0,15
GSS76-91SS2;420;560;560;504;672;;;0,15
SKS76-S1B00;91;130;130;109,2;156;;;0,2
SKS76-S3B00;91;130;130;109,2;156;;;0,2
DSS78-81LS1;2175;2900;2900;2610;3480;;;0,15
GSS78-71SS1;975;1300;1300;1170;1560;;;0,15
SKS78-S3B00;105;150;150;126;180;;;0,2
VSS78-C1SA4;532,5;710;710;639;852;;;0,15
VSS78-C1SS4;532,5;710;710;639;852;;;0,15
VSS78-K1LS1;1200;1600;1600;1440;1920;;;0,15
GSS84-8USS2;367,5;490;490;441;588;;;0,15
SKS84-S3B00;105;150;150;126;180;;;0,2
SKS82-S3B00;105;150;150;126;180;;;0,2
VSS52-C1SA4;532,5;710;710;639;852;;;0,15
GSS52-81SS2;367,5;490;490;441;588;;;0,15
SKS70-S3B00;112;160;160;134,4;192;;;0,2
GSS92-81SS2;367,5;490;490;441;588;;;0,15
VSSB6-C1SA3;532,5;710;710;639;852;;;0,15
VSSB6-C1SS3;532,5;710;710;639;852;;;0,15
SKS02-S1B00;112;160;160;134,4;192;;;0,2
SKS02-S3B00;112;160;160;134,4;192;;;0,2
VSS02-C1SA4;532,5;710;710;639;852;;;0,15
SKS52-S1B00;112;160;160;134,4;192;;;0,2
SKS52-S3B00;112;160;160;134,4;192;;;0,2
SKS92-C3B00;112;160;160;134,4;192;;;0,2
SKS92-G1B00;112;160;160;134,4;192;;;0,2
SKSA8-G1B00;112;160;160;134,4;192;;;0,2
VSSA8-C1SS1;562,5;750;750;675;900;;;0,15
GSSB0-8USS2;367,5;490;490;441;588;;;0,15
SKSB0-G1B00;112;160;160;134,4;192;;;0,2
SKSB0-S3B00;112;160;160;134,4;192;;;0,2
VSSB0-K1LS1;1200;1600;1600;1440;1920;;;0,15
VSSB0-M1SS4;720;960;960;864;1152;;;0,15
VSSB2-C1SS4;532,5;710;710;639;852;;;0,15
GSSB0-71SS1;975;1300;1300;1170;1560;;;0,15
DSSB0-81LS1;2175;2900;2900;2610;3480;;;0,15
VSS50-A1DS2;264;440;440;316,8;528;;;0,3
VSS50-B1DS2;300;500;500;360;600;;;0,3
VSS94-A1DS2;240;400;400;288;480;;;0,3
VSS94-B1DS2;276;460;460;331,2;552;;;0,3
VSSC2-A1DS2;246;410;410;295,2;492;;;0,3
VSSC2-B1DS2;282;470;470;338,4;564;;;0,3
VSS54-A1DS2;264;440;440;316,8;528;;;0,3
VSS54-B1DS2;300;500;500;360;600;;;0,3
VSS28-A1DS2;300;500;500;360;600;;;0,3
VSS28-B1DS2;336;560;560;403,2;672;;;0,3
VSS66-A1DS2;300;500;500;360;600;;;0,3
VSS66-B1DS2;336;560;560;403,2;672;;;0,3
VSAES-B1DS2;300;500;500;360;600;;;0,3
VSS80-A1DS2;240;400;400;288;480;;;0,3
VSS80-B1DS2;276;460;460;331,2;552;;;0,3
VSS84-A1DS2;258;430;430;309,6;516;;;0,3
VSS84-B1DS2;294;490;490;352,8;588;;;0,3
VSS92-A1DS2;240;400;400;288;480;;;0,3
VSS92-B1DS2;276;460;460;331,2;552;;;0,3
VSS52-A1DS2;240;400;400;288;480;;;0,3
VSS52-B1DS2;276;460;460;331,2;552;;;0,3
VSS56-A1DS2;258;430;430;309,6;516;;;0,3
VSS56-B1DS2;294;490;490;352,8;588;;;0,3
VSSA8-A1DS2;258;430;430;309,6;516;;;0,3
VSSA8-B1DS2;294;490;490;352,8;588;;;0,3
VSACG-B1DS2;288;480;480;345,6;576;;;0,3
VSSB0-A1DS2;258;430;430;309,6;516;;;0,3
VSSB0-B1DS2;294;490;490;352,8;588;;;0,3
VSSC0-A1DS2;246;410;410;295,2;492;;;0,3
VSSC0-B1DS2;282;470;470;338,4;564;;;0,3
VSUC0-G1BS2;420;560;560;504;672;;;0,15
VSUC2-F1SS2;360;600;600;432;720;;;0,3
VSUC2-G1BS2;420;560;560;504;672;;;0,15
GSU46-91AS2;420;560;560;504;672;;;0,15
SKU30-S1B00;91;130;130;109,2;156;;;0,2
SKU30-S3B00;91;130;130;109,2;156;;;0,2
VSU46-C1AA2;562,5;750;750;675;900;;;0,15
GSU82-91AS2;420;560;560;504;672;;;0,15
GSU86-61AS2;900;1200;1200;1080;1440;;;0,15
SKU82-S1B00;91;130;130;109,2;156;;;0,2
SKU82-S3B00;91;130;130;109,2;156;;;0,2
VSU86-C1AA2;562,5;750;750;675;900;;;0,15
VSU86-C1AS2;562,5;750;750;675;900;;;0,15
SKUB2-G1B00;98;140;140;117,6;168;;;0,2
VSUB2-C1AS2;562,5;750;750;675;900;;;0,15
SKU32-S3B00;105;150;150;126;180;;;0,2
SKU86-C3B00;105;150;150;126;180;;;0,2
SKU86-G1B00;105;150;150;126;180;;;0,2
GSUB8-61AS2;900;1200;1200;1080;1440;;;0,15
SKUB8-G1B00;105;150;150;126;180;;;0,2
VSUB8-C1AA2;562,5;750;750;675;900;;;0,15
VSUB8-C1AS2;562,5;750;750;675;900;;;0,15
VSU46-A1DS2;228;380;380;273,6;456;;;0,3
VSU46-B1DS2;264;440;440;316,8;528;;;0,3
VSU82-A1DS2;228;380;380;273,6;456;;;0,3
VSU82-B1DS2;264;440;440;316,8;528;;;0,3
GSGP2-91AA2;495;660;660;594;792;;;0,15
SKGP2-AUB00;154;220;220;184,8;264;;;0,2
SKGP4-S5B00;154;220;220;184,8;264;;;0,2
VSGP2-C1AS3;645;860;860;774;1032;;;0,15
VSGP4-C1AS3;645;860;860;774;1032;;;0,15
GSAQS-91AA2;517,5;690;690;621;828;;;0,15
SKGP4-AUB00;154;220;220;184,8;264;;;0,2
SKADA-S3B00;175;250;250;210;300;;;0,2
SKADA-S5B00;175;250;250;210;300;;;0,2
VSADA-C1AS3;645;860;860;774;1032;;;0,15
VSGP2-A1DS2;234;390;390;280,8;468;;;0,3
VSGP2-B1DS2;270;450;450;324;540;;;0,3
VSGP4-B1DS2;288;480;480;345,6;576;;;0,3
VSGP4-A1DS2;252;420;420;302,4;504;;;0,3
SKQ54-C3B00;105;150;150;126;180;;;0,2
SKQ54-G1B00;105;150;150;126;180;;;0,2
GSL12-81AS2;427,5;570;570;513;684;;;0,15
SKL12-S1B00;133;190;190;159,6;228;;;0,2
SKL12-S3B00;133;190;190;159,6;228;;;0,2
VSL12-C1AS3;562,5;750;750;675;900;;;0,15
GSC78-91AS2;450;600;600;540;720;;;0,15
SKC84-S1B00;133;190;190;159,6;228;;;0,2
VSC78-C1AS3;562,5;750;750;675;900;;;0,15
GSC86-91AS2;450;600;600;540;720;;;0,15
VSC86-C1AA3;562,5;750;750;675;900;;;0,15
VSC86-C1AS3;562,5;750;750;675;900;;;0,15
SKC78-C3B00;154;220;220;184,8;264;;;0,2
SKC78-G1B00;154;220;220;184,8;264;;;0,2
GSTB4-91AS2;502,5;670;670;603;804;;;0,15
VSTB4-C1AS3;532,5;710;710;639;852;;;0,15
VSTC0-C1AS3;532,5;710;710;639;852;;;0,15
GSQ56-81AS2;390;520;520;468;624;;;0,15
GSY48-81SS2;405;540;540;486;648;;;0,15
SKT72-AVB00;105;150;150;126;180;;;0,2
SKT72-S3B00;105;150;150;126;180;;;0,2
SKY70-AUB00;91;130;130;109,2;156;;;0,2
SKY70-S3B00;91;130;130;109,2;156;;;0,2
VSY70-CUSA1;652,5;870;870;783;1044;;;0,15
GSY70-8USS2;367,5;490;490;441;588;;;0,15
GSTE0-81AS2;390;520;520;468;624;;;0,15
SKTE0-G1B00;105;150;150;126;180;;;0,2
SKTE0-S3B00;105;150;150;126;180;;;0,2
VSTE0-C1AA3;615;820;820;738;984;;;0,15
VSTE0-C1AS3;615;820;820;738;984;;;0,15
VST40-C1SS4;615;820;820;738;984;;;0,15
GSTJ0-8UAS2;427,5;570;570;513;684;;;0,15
VSTJ0-CUAS3;615;820;820;738;984;;;0,15
GSTK6-91AS3;450;600;600;540;720;;;0,15
VSY46-C1SS3;502,5;670;670;603;804;;;0,15
SKC76-G1B00;210;300;300;252;360;;;0,2
VSY40-C1AS3;615;820;820;738;984;;;0,15
GSL98-91AS2;450;600;600;540;720;;;0,15
SKL98-S1B00;133;190;190;159,6;228;;;0,2
SKL98-S3B00;133;190;190;159,6;228;;;0,2
VSL98-C1AA3;532,5;710;710;639;852;;;0,15
VSTG0-F1SS2;426;710;710;511,2;852;;;0,3
SKTN0-S1B00;112;160;160;134,4;192;;;0,2
VSTN0-C1AA3;660;880;880;792;1056;;;0,15
VSTN0-C1AS3;660;880;880;792;1056;;;0,15
VSTN0-K1NS4;1500;2000;2000;1800;2400;;;0,15
VSTC2-F1SS2;408;680;680;489,6;816;;;0,3
VSC12-F1SS2;408;680;680;489,6;816;;;0,3
GSC94-91AS2;540;720;720;648;864;;;0,15
SKC94-C3B00;98;140;140;117,6;168;;;0,2
SKC94-G1B00;98;140;140;117,6;168;;;0,2
VSTH4-F1SS2;360;600;600;432;720;;;0,3
VSC90-F1SS2;432;720;720;518,4;864;;;0,3
VSTF4-F1SS2;426;710;710;511,2;852;;;0,3
SKT40-M1B00;154;220;220;184,8;264;;;0,2
GST80-D1SS1;712,5;950;950;855;1140;;;0,15
VST80-C1SA3;502,5;670;670;603;804;;;0,15
VST80-C1SS3;502,5;670;670;603;804;;;0,15
GST04-71SS4;1095;1460;1460;1314;1752;;;0,15
VST04-C1SA4;600;800;800;720;960;;;0,15
VST04-C1SS4;600;800;800;720;960;;;0,15
SKT04-AVB00;112;160;160;134,4;192;;;0,2
GST04-8USS2;405;540;540;486;648;;;0,15
SKY96-S3B00;112;160;160;134,4;192;;;0,2
GSY24-71SS4;1095;1460;1460;1314;1752;;;0,15
VSY24-C1SS4;585;780;780;702;936;;;0,15
SKY24-AVB00;84;120;120;100,8;144;;;0,2
VSQ08-C1AS3;562,5;750;750;675;900;;;0,15
VSTD0-C1AS3;585;780;780;702;936;;;0,15
SKQ32-C3B00;112;160;160;134,4;192;;;0,2
SKQ32-G1B00;112;160;160;134,4;192;;;0,2
VSTL0-G1AA3;510;680;680;612;816;;;0,15
VST38-C1SA3;502,5;670;670;603;804;;;0,15
SKT90-S1B00;98;140;140;117,6;168;;;0,2
SKT90-S3B00;98;140;140;117,6;168;;;0,2
GST90-91SA2;420;560;560;504;672;;;0,15
GSL44-9USS2;390;520;520;468;624;;;0,15
SKL18-S3B00;161;230;230;193,2;276;;;0,2
GSTJ4-91AS3;622,5;830;830;747;996;;;0,15
SKTJ4-S1B00;126;180;180;151,2;216;;;0,2
SKY14-AVB00;84;120;120;100,8;144;;;0,2
SKY14-S3B00;84;120;120;100,8;144;;;0,2
VSL12-A1DS2;228;380;380;273,6;456;;;0,3
VSL12-B1DS2;264;440;440;316,8;528;;;0,3
VSY20-A1DS2;216;360;360;259,2;432;;;0,3
VSY20-B1DS2;252;420;420;302,4;504;;;0,3
VSY70-A1DS2;240;400;400;288;480;;;0,3
VSY70-B1DS2;276;460;460;331,2;552;;;0,3
VSTE0-A1DS2;246;410;410;295,2;492;;;0,3
VSTE0-B1DS2;282;470;470;338,4;564;;;0,3
VSC70-A1DS2;228;380;380;273,6;456;;;0,3
VSC70-B1DS2;264;440;440;316,8;528;;;0,3
VSC76-A1DS2;216;360;360;259,2;432;;;0,3
VSC76-B1DS2;252;420;420;302,4;504;;;0,3
VSY40-B1DS2;264;440;440;316,8;528;;;0,3
VSTC4-A1DS2;204;340;340;244,8;408;;;0,3
VSL94-A1DS2;204;340;340;244,8;408;;;0,3
VSAEA-B1DS2;276;460;460;331,2;552;;;0,3
VSQ54-A1DS2;240;400;400;288;480;;;0,3
VSQ54-B1DS2;276;460;460;331,2;552;;;0,3
VSC34-A1DS2;294;490;490;352,8;588;;;0,3
VSC34-B1DS2;318;530;530;381,6;636;;;0,3
VSTH8-A1DS2;294;490;490;352,8;588;;;0,3
VSTH8-B1DS2;318;530;530;381,6;636;;;0,3
VSAAG-A1DS2;240;400;400;288;480;;;0,3
VSQ92-A1DS2;246;410;410;295,2;492;;;0,3
VSTJ6-B1DS2;318;530;530;381,6;636;;;0,3
VSTC2-A1DS2;210;350;350;252;420;;;0,3
VSC02-A1DS2;210;350;350;252;420;;;0,3
VSC12-A1DS2;210;350;350;252;420;;;0,3
VSTC2-B1DS2;270;450;450;324;540;;;0,3
VSTE8-A1DS2;210;350;350;252;420;;;0,3
VSL74-A1DS2;204;340;340;244,8;408;;;0,3
VSTL4-B1DS2;300;500;500;360;600;;;0,3
VSTH4-A1DS2;270;450;450;324;540;;;0,3
VSC90-A1DS2;300;500;500;360;600;;;0,3
VSTF4-A1DS2;222;370;370;266,4;444;;;0,3
VSTG0-A1DS2;246;410;410;295,2;492;;;0,3
VSTF4-B1DS2;258;430;430;309,6;516;;;0,3
VSQ22-A1DS2;216;360;360;259,2;432;;;0,3
VSQ22-B1DS2;252;420;420;302,4;504;;;0,3
VSQ08-A1DS2;228;380;380;273,6;456;;;0,3
VSQ08-B1DS2;264;440;440;316,8;528;;;0,3
VSQ44-A1DS2;228;380;380;273,6;456;;;0,3
VSQ44-B1DS2;264;440;440;316,8;528;;;0,3
VSTF2-A1DS2;246;410;410;295,2;492;;;0,3
VSTF2-B1DS2;300;500;500;360;600;;;0,3
VSTK4-A1DS2;246;410;410;295,2;492;;;0,3
VSTK4-B1DS2;306;510;510;367,2;612;;;0,3
VSTC6-A1DS2;240;400;400;288;480;;;0,3
VSTC6-B1DS2;276;460;460;331,2;552;;;0,3
VSL70-A1DS2;228;380;380;273,6;456;;;0,3
VSL70-B1DS2;264;440;440;316,8;528;;;0,3
VSY14-A1DS2;228;380;380;273,6;456;;;0,3
VSY14-B1DS2;264;440;440;316,8;528;;;0,3
GSG64-91AS2;420;560;560;504;672;;;0,15
GSJ78-91AS2;420;560;560;504;672;;;0,15
SKJ78-AUB00;98;140;140;117,6;168;;;0,2
SKJ78-S3B00;98;140;140;117,6;168;;;0,2
GSGB0-91AA2;420;560;560;504;672;;;0,15
VSGB0-C1AA3;562,5;750;750;675;900;;;0,15
VSGB0-C1AS3;562,5;750;750;675;900;;;0,15
SKJ76-S3B00;119;170;170;142,8;204;;;0,2
VSAGQ-A1DS2;246;410;410;295,2;492;;;0,3
VSANV-B1DS2;264;440;440;316,8;528;;;0,3
VSAKV-B1DS2;264;440;440;316,8;528;;;0,3
VSAHS-B1DS2;264;440;440;316,8;528;;;0,3
VSAHX-B1DS2;264;440;440;316,8;528;;;0,3
VSV18-A1DS2;228;380;380;273,6;456;;;0,3
VSV18-B1DS2;264;440;440;316,8;528;;;0,3
VSF56-A1DS2;228;380;380;273,6;456;;;0,3
VSF56-B1DS2;264;440;440;316,8;528;;;0,3
VSGS0-A1DS2;228;380;380;273,6;456;;;0,3
VSGS0-B1DS2;264;440;440;316,8;528;;;0,3
VSGC4-A1DS2;228;380;380;273,6;456;;;0,3
VSGC4-B1DS2;264;440;440;316,8;528;;;0,3
VSGF0-A1DS2;228;380;380;273,6;456;;;0,3
VSGF0-B1DS2;264;440;440;316,8;528;;;0,3
VSGB0-A1DS2;234;390;390;280,8;468;;;0,3
VSGB0-B1DS2;270;450;450;324;540;;;0,3
VSF94-A1DS2;228;380;380;273,6;456;;;0,3
VSF94-B1DS2;264;440;440;316,8;528;;;0,3
VSGL4-A1DS2;228;380;380;273,6;456;;;0,3
VSGL4-B1DS2;264;440;440;316,8;528;;;0,3
VSGH6-A1DS2;264;440;440;316,8;528;;;0,3
VSGH6-B1DS2;300;500;500;360;600;;;0,3
VSGK0-A1DS2;264;440;440;316,8;528;;;0,3
VSGK0-B1DS2;300;500;500;360;600;;;0,3
VSAMJ-B1DS2;264;440;440;316,8;528;;;0,3
